"_vname_","_label_","_x_","_yhat_","_ids_","variable"
"bio06","data.frame",1.21334230899811,0.0875642805363013,0,"bio06"
"bio06","data.frame",2.71000051498413,0.089665870878758,0,"bio06"
"bio06","data.frame",3.71334218978882,0.0910901751656381,0,"bio06"
"bio06","data.frame",4.20667409896851,0.0917994295935843,0,"bio06"
"bio06","data.frame",5.00332021713257,0.0929735172753711,0,"bio06"
"bio06","data.frame",5.70166921615601,0.0940692022931615,0,"bio06"
"bio06","data.frame",5.92333364486694,0.0944421263709479,0,"bio06"
"bio06","data.frame",6.32334280014038,0.0951665467364743,0,"bio06"
"bio06","data.frame",6.83333730697632,0.0962421601425712,0,"bio06"
"bio06","data.frame",7.31166982650757,0.0975156251171825,0,"bio06"
"bio06","data.frame",7.71666860580444,0.0989270869646647,0,"bio06"
"bio06","data.frame",8.07666969299316,0.100576585893866,0,"bio06"
"bio06","data.frame",8.33999061584473,0.102111646667475,0,"bio06"
"bio06","data.frame",8.55500221252441,0.103629702365806,0,"bio06"
"bio06","data.frame",9.0866641998291,0.108716447942216,0,"bio06"
"bio06","data.frame",9.3850040435791,0.112782459556346,0,"bio06"
"bio06","data.frame",9.50332069396973,0.114664612776628,0,"bio06"
"bio06","data.frame",9.69666481018066,0.117886136673685,0,"bio06"
"bio06","data.frame",9.90999794006348,0.13490084599454,0,"bio06"
"bio06","data.frame",10.1879138946533,0.179594116514222,0,"bio06"
"bio06","data.frame",10.4991626739502,0.198512433305466,0,"bio06"
"bio06","data.frame",10.6100101470947,0.193606118709826,0,"bio06"
"bio06","data.frame",10.6966800689697,0.197460972082928,0,"bio06"
"bio06","data.frame",10.7833194732666,0.188289639019546,0,"bio06"
"bio06","data.frame",10.834997177124,0.191291340398168,0,"bio06"
"bio06","data.frame",11.0000095367432,0.194199792939831,0,"bio06"
"bio06","data.frame",11.1000003814697,0.201867181409342,0,"bio06"
"bio06","data.frame",11.2047958374023,0.229764431865823,0,"bio06"
"bio06","data.frame",11.2933292388916,0.229868684032981,0,"bio06"
"bio06","data.frame",11.3702011108398,0.231189704826948,0,"bio06"
"bio06","data.frame",11.45041847229,0.233580056415541,0,"bio06"
"bio06","data.frame",11.4945907592773,0.23654937709526,0,"bio06"
"bio06","data.frame",11.5483341217041,0.24621021653589,0,"bio06"
"bio06","data.frame",11.5900058746338,0.244282535778159,0,"bio06"
"bio06","data.frame",11.6900010790144,0.257483669283733,0,"bio06"
"bio06","data.frame",11.7527122497559,0.258824784945038,0,"bio06"
"bio06","data.frame",11.7983341217041,0.259104043890551,0,"bio06"
"bio06","data.frame",11.8772926330566,0.251848778179467,0,"bio06"
"bio06","data.frame",11.9454212188721,0.245992904797807,0,"bio06"
"bio06","data.frame",12.0447940826416,0.230781640077631,0,"bio06"
"bio06","data.frame",12.1920795440674,0.237719354040189,0,"bio06"
"bio06","data.frame",12.3012523651123,0.271795238950603,0,"bio06"
"bio06","data.frame",12.4900150299072,0.27540111335299,0,"bio06"
"bio06","data.frame",12.7283325195312,0.289996754193478,0,"bio06"
"bio06","data.frame",12.9908313751221,0.283627278028218,0,"bio06"
"bio06","data.frame",13.1143779754639,0.275074442445929,0,"bio06"
"bio06","data.frame",13.2095775604248,0.273751212342199,0,"bio06"
"bio06","data.frame",13.4008407592773,0.273385249518103,0,"bio06"
"bio06","data.frame",13.6487522125244,0.266144506765054,0,"bio06"
"bio06","data.frame",13.7741641998291,0.265559439632681,0,"bio06"
"bio06","data.frame",14.1533451080322,0.253764995197255,0,"bio06"
"bio06","data.frame",14.4283237457275,0.252641161595576,0,"bio06"
"bio06","data.frame",14.7770824432373,0.26853100237628,0,"bio06"
"bio06","data.frame",15.0183353424072,0.268785814305617,0,"bio06"
"bio06","data.frame",15.2983341217041,0.2722260503989,0,"bio06"
"bio06","data.frame",15.493705368042,0.271332248084717,0,"bio06"
"bio06","data.frame",15.6220035552979,0.264227070381128,0,"bio06"
"bio06","data.frame",15.785005569458,0.222835589658303,0,"bio06"
"bio06","data.frame",15.9733219146729,0.210033975346673,0,"bio06"
"bio06","data.frame",16.1133365631104,0.209313018954873,0,"bio06"
"bio06","data.frame",16.7544498443604,0.207487509329272,0,"bio06"
"bio06","data.frame",17.0033359527588,0.205206741483467,0,"bio06"
"bio06","data.frame",17.106653213501,0.203658825165566,0,"bio06"
"bio06","data.frame",17.2200107574463,0.202429436305425,0,"bio06"
"bio06","data.frame",17.3933353424072,0.201072718962974,0,"bio06"
"bio06","data.frame",17.7733249664307,0.194465887842463,0,"bio06"
"bio06","data.frame",18.126672744751,0.19088846723866,0,"bio06"
"bio06","data.frame",18.4566745758057,0.18800950372859,0,"bio06"
"bio06","data.frame",18.800012588501,0.185448873999407,0,"bio06"
"bio06","data.frame",18.9316654205322,0.184455582895471,0,"bio06"
"bio06","data.frame",19.2000064849854,0.182397254614291,0,"bio06"
"bio06","data.frame",19.4333438873291,0.180583081046608,0,"bio06"
"bio06","data.frame",19.8699893951416,0.177151951997114,0,"bio06"
"bio06","data.frame",20.0449924468994,0.175809445933848,0,"bio06"
"bio06","data.frame",20.213342666626,0.174539064770722,0,"bio06"
"bio06","data.frame",20.425012588501,0.172981166996322,0,"bio06"
"bio06","data.frame",20.9266605377197,0.169525107452348,0,"bio06"
"bio06","data.frame",21.5633335113525,0.165749045660957,0,"bio06"
"bio06","data.frame",21.9266605377197,0.163936128175222,0,"bio06"
"bio06","data.frame",22.3016605377197,0.162325057129049,0,"bio06"
"bio06","data.frame",22.4099979400635,0.161906540086601,0,"bio06"
"bio06","data.frame",22.5950107574463,0.161237637046389,0,"bio06"
"bio06","data.frame",22.9299869537354,0.160163315426142,0,"bio06"
"bio06","data.frame",23.2066745758057,0.1593958563834,0,"bio06"
"bio06","data.frame",23.4133243560791,0.158886052693024,0,"bio06"
"bio06","data.frame",23.654993057251,0.158352297357177,0,"bio06"
"bio06","data.frame",23.7966556549072,0.158068458012829,0,"bio06"
"bio06","data.frame",23.9483280181885,0.157786917606424,0,"bio06"
"bio06","data.frame",24.1033267974854,0.157522024418521,0,"bio06"
"bio06","data.frame",24.3500003814697,0.157145759104159,0,"bio06"
"bio06","data.frame",24.463342666626,0.156990792055939,0,"bio06"
"bio06","data.frame",24.5933322906494,0.156826487382874,0,"bio06"
"bio06","data.frame",24.790002822876,0.156604469847773,0,"bio06"
"bio06","data.frame",24.8500156402588,0.156542952675706,0,"bio06"
"bio06","data.frame",25.193323135376,0.156245103922429,0,"bio06"
"bio06","data.frame",25.540002822876,0.156033061408147,0,"bio06"
"bio06","data.frame",25.5899906158447,0.156009409798998,0,"bio06"
"bio06","data.frame",25.6833438873291,0.155969694784308,0,"bio06"
